filepath,tokenIndex,lineNumber
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_int64_t_05_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_int64_t_05_omitgood.final.ll,535,52
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_04_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_char_04_omitgood.final.ll,424,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_04_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_char_04_omitgood.final.ll,461,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_04_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_char_04_omitgood.final.ll,424,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_04_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_char_04_omitgood.final.ll,461,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_04_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_char_04_omitgood.final.ll,424,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_04_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_char_04_omitgood.final.ll,461,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_04_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_char_04_omitgood.final.ll,424,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_04_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_char_04_omitgood.final.ll,461,48
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.final.ll,418,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.final.ll,464,46
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.final.ll,418,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.final.ll,464,46
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.final.ll,418,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.final.ll,464,46
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.final.ll,418,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_struct_18_omitgood.final.ll,464,46
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.final.ll,471,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.final.ll,564,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.final.ll,471,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.final.ll,564,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.final.ll,471,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.final.ll,564,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.final.ll,471,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_long_15_omitgood.final.ll,564,54
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_63a_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_char_63a_omitgood.final.ll,411,37
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_63a_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_char_63a_omitgood.final.ll,411,37
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_63a_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_char_63a_omitgood.final.ll,411,37
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_63a_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_char_63a_omitgood.final.ll,411,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_63b_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_struct_63b_omitgood.final.ll,669,31
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_63b_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_struct_63b_omitgood.final.ll,669,31
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_63b_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_struct_63b_omitgood.final.ll,669,31
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_63b_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_struct_63b_omitgood.final.ll,669,31
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.final.ll,427,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.final.ll,554,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.final.ll,427,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.final.ll,554,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.final.ll,427,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.final.ll,554,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.final.ll,427,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_wchar_t_12_omitgood.final.ll,554,49
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_01_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_char_01_omitgood.final.ll,410,34
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_01_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_char_01_omitgood.final.ll,416,36
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_01_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_char_01_omitgood.final.ll,410,34
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_01_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_char_01_omitgood.final.ll,416,36
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_01_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_char_01_omitgood.final.ll,410,34
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_01_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_char_01_omitgood.final.ll,416,36
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_01_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_char_01_omitgood.final.ll,410,34
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_01_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_char_01_omitgood.final.ll,416,36
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.final.ll,417,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.final.ll,417,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.final.ll,417,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.final.ll,417,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_char_03_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.c_dir/point/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.final.ll,403,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.c_dir/point/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.final.ll,798,74
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.c_dir/bds/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.final.ll,403,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.c_dir/bds/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.final.ll,798,74
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.c_dir/api/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.final.ll,403,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.c_dir/api/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.final.ll,798,74
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.c_dir/arr/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.final.ll,403,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.c_dir/arr/CWE416_Use_After_Free__return_freed_ptr_01_omitgood.final.ll,798,74
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.c_dir/point/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.final.ll,374,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.c_dir/point/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.final.ll,798,76
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.c_dir/bds/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.final.ll,374,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.c_dir/bds/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.final.ll,798,76
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.c_dir/api/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.final.ll,374,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.c_dir/api/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.final.ll,798,76
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.c_dir/arr/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.final.ll,374,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.c_dir/arr/CWE416_Use_After_Free__return_freed_ptr_13_omitgood.final.ll,798,76
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.final.ll,445,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.final.ll,493,47
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.final.ll,445,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.final.ll,493,47
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.final.ll,445,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.final.ll,493,47
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.final.ll,445,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_int64_t_07_omitgood.final.ll,493,47
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_15_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_char_15_omitgood.final.ll,392,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_15_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_char_15_omitgood.final.ll,461,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_15_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_char_15_omitgood.final.ll,392,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_15_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_char_15_omitgood.final.ll,461,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_15_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_char_15_omitgood.final.ll,392,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_15_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_char_15_omitgood.final.ll,461,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_15_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_char_15_omitgood.final.ll,392,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_15_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_char_15_omitgood.final.ll,461,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_05_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_class_05_omitgood.final.ll,476,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_05_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_class_05_omitgood.final.ll,518,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_05_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_class_05_omitgood.final.ll,476,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_05_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_class_05_omitgood.final.ll,518,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_05_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_class_05_omitgood.final.ll,476,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_05_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_class_05_omitgood.final.ll,518,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_05_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_class_05_omitgood.final.ll,476,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_05_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_class_05_omitgood.final.ll,518,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_62a_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_int_62a_omitgood.final.ll,395,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_62a_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_int_62a_omitgood.final.ll,395,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_62a_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_int_62a_omitgood.final.ll,395,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_62a_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_int_62a_omitgood.final.ll,395,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.final.ll,431,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.final.ll,466,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.final.ll,431,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.final.ll,466,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.final.ll,431,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.final.ll,466,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.final.ll,431,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_wchar_t_13_omitgood.final.ll,466,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_04_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_class_04_omitgood.final.ll,486,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_04_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_class_04_omitgood.final.ll,510,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_04_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_class_04_omitgood.final.ll,486,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_04_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_class_04_omitgood.final.ll,510,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_04_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_class_04_omitgood.final.ll,486,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_04_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_class_04_omitgood.final.ll,510,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_04_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_class_04_omitgood.final.ll,486,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_class_04_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_class_04_omitgood.final.ll,510,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_12_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_struct_12_omitgood.final.ll,433,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_12_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_struct_12_omitgood.final.ll,541,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_12_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_struct_12_omitgood.final.ll,433,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_12_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_struct_12_omitgood.final.ll,541,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_12_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_struct_12_omitgood.final.ll,433,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_12_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_struct_12_omitgood.final.ll,541,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_12_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_struct_12_omitgood.final.ll,433,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_12_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_struct_12_omitgood.final.ll,541,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.final.ll,563,56
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.final.ll,598,61
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.final.ll,563,56
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.final.ll,598,61
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.final.ll,563,56
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.final.ll,598,61
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.final.ll,563,56
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_long_08_omitgood.final.ll,598,61
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_int64_t_64b_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_int64_t_64b_omitgood.final.ll,354,31
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_int64_t_64b_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_int64_t_64b_omitgood.final.ll,354,31
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_int64_t_64b_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_int64_t_64b_omitgood.final.ll,354,31
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_int64_t_64b_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_int64_t_64b_omitgood.final.ll,354,31
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.final.ll,545,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.final.ll,589,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.final.ll,545,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.final.ll,589,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.final.ll,545,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.final.ll,589,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.final.ll,545,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_struct_07_omitgood.final.ll,589,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.final.ll,522,51
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.final.ll,542,56
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.final.ll,522,51
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.final.ll,542,56
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.final.ll,522,51
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.final.ll,542,56
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.final.ll,522,51
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_wchar_t_08_omitgood.final.ll,542,56
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_01_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_long_01_omitgood.final.ll,447,41
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_01_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_long_01_omitgood.final.ll,471,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_01_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_long_01_omitgood.final.ll,447,41
