filepath,tokenIndex,lineNumber
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_15_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_long_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_15_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_long_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_15_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_long_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_15_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_long_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_15_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_long_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_15_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_long_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_15_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_long_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_15_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_long_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_11_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_class_11_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_11_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_class_11_omitgood.final.ll,410,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_11_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_class_11_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_11_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_class_11_omitgood.final.ll,410,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_11_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_class_11_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_11_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_class_11_omitgood.final.ll,410,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_11_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_class_11_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_11_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_class_11_omitgood.final.ll,410,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_14_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_int_14_omitgood.final.ll,373,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_14_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_int_14_omitgood.final.ll,417,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_14_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_int_14_omitgood.final.ll,373,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_14_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_int_14_omitgood.final.ll,417,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_14_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_int_14_omitgood.final.ll,373,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_14_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_int_14_omitgood.final.ll,417,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_14_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_int_14_omitgood.final.ll,373,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_14_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_int_14_omitgood.final.ll,417,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_wchar_t_63b_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_wchar_t_63b_omitgood.final.ll,320,31
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_wchar_t_63b_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_wchar_t_63b_omitgood.final.ll,320,31
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_wchar_t_63b_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_wchar_t_63b_omitgood.final.ll,320,31
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_wchar_t_63b_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_wchar_t_63b_omitgood.final.ll,320,31
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_22b_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_class_22b_omitgood.final.ll,310,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_22b_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_class_22b_omitgood.final.ll,310,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_22b_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_class_22b_omitgood.final.ll,310,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_22b_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_class_22b_omitgood.final.ll,310,36
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_18_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_char_18_omitgood.final.ll,348,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_18_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_char_18_omitgood.final.ll,387,38
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_18_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_char_18_omitgood.final.ll,348,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_18_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_char_18_omitgood.final.ll,387,38
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_18_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_char_18_omitgood.final.ll,348,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_18_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_char_18_omitgood.final.ll,387,38
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_18_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_char_18_omitgood.final.ll,348,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_18_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_char_18_omitgood.final.ll,387,38
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_struct_68a_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_struct_68a_omitgood.final.ll,418,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_struct_68a_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_struct_68a_omitgood.final.ll,418,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_struct_68a_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_struct_68a_omitgood.final.ll,418,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_struct_68a_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_struct_68a_omitgood.final.ll,418,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_74b_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_int_74b_omitgood.final.ll,606,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_74b_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_int_74b_omitgood.final.ll,606,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_74b_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_int_74b_omitgood.final.ll,606,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_74b_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_int_74b_omitgood.final.ll,606,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_63a_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_char_63a_omitgood.final.ll,354,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_63a_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_char_63a_omitgood.final.ll,354,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_63a_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_char_63a_omitgood.final.ll,354,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_63a_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_char_63a_omitgood.final.ll,354,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_51a_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_wchar_t_51a_omitgood.final.ll,382,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_51a_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_wchar_t_51a_omitgood.final.ll,382,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_51a_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_wchar_t_51a_omitgood.final.ll,382,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_51a_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_wchar_t_51a_omitgood.final.ll,382,37
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_16_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_long_16_omitgood.final.ll,352,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_16_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_long_16_omitgood.final.ll,393,40
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_16_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_long_16_omitgood.final.ll,352,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_16_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_long_16_omitgood.final.ll,393,40
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_16_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_long_16_omitgood.final.ll,352,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_16_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_long_16_omitgood.final.ll,393,40
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_16_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_long_16_omitgood.final.ll,352,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_16_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_long_16_omitgood.final.ll,393,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_62a_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_class_62a_omitgood.final.ll,355,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_62a_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_class_62a_omitgood.final.ll,355,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_62a_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_class_62a_omitgood.final.ll,355,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_62a_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_class_62a_omitgood.final.ll,355,37
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_struct_73b_omitgood.cpp_dir/point/CWE415_Double_Free__malloc_free_struct_73b_omitgood.final.ll,351,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_struct_73b_omitgood.cpp_dir/bds/CWE415_Double_Free__malloc_free_struct_73b_omitgood.final.ll,351,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_struct_73b_omitgood.cpp_dir/api/CWE415_Double_Free__malloc_free_struct_73b_omitgood.final.ll,351,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_struct_73b_omitgood.cpp_dir/arr/CWE415_Double_Free__malloc_free_struct_73b_omitgood.final.ll,351,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_63b_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_int64_t_63b_omitgood.final.ll,290,28
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_63b_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_int64_t_63b_omitgood.final.ll,290,28
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_63b_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_int64_t_63b_omitgood.final.ll,290,28
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_63b_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_int64_t_63b_omitgood.final.ll,290,28
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int64_t_68a_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_int64_t_68a_omitgood.final.ll,428,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int64_t_68a_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_int64_t_68a_omitgood.final.ll,428,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int64_t_68a_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_int64_t_68a_omitgood.final.ll,428,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int64_t_68a_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_int64_t_68a_omitgood.final.ll,428,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_53d_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_wchar_t_53d_omitgood.final.ll,270,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_53d_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_wchar_t_53d_omitgood.final.ll,270,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_53d_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_wchar_t_53d_omitgood.final.ll,270,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_53d_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_wchar_t_53d_omitgood.final.ll,270,30
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_62b_omitgood.cpp_dir/point/CWE415_Double_Free__malloc_free_int_62b_omitgood.final.ll,340,32
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_62b_omitgood.cpp_dir/bds/CWE415_Double_Free__malloc_free_int_62b_omitgood.final.ll,340,32
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_62b_omitgood.cpp_dir/api/CWE415_Double_Free__malloc_free_int_62b_omitgood.final.ll,340,32
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_62b_omitgood.cpp_dir/arr/CWE415_Double_Free__malloc_free_int_62b_omitgood.final.ll,340,32
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_03_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_int_03_omitgood.final.ll,374,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_03_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_int_03_omitgood.final.ll,398,39
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_03_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_int_03_omitgood.final.ll,374,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_03_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_int_03_omitgood.final.ll,398,39
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_03_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_int_03_omitgood.final.ll,374,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_03_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_int_03_omitgood.final.ll,398,39
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_03_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_int_03_omitgood.final.ll,374,34
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_03_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_int_03_omitgood.final.ll,398,39
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_03_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_int_03_omitgood.final.ll,385,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_03_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_int_03_omitgood.final.ll,407,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_03_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_int_03_omitgood.final.ll,385,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_03_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_int_03_omitgood.final.ll,407,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_03_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_int_03_omitgood.final.ll,385,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_03_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_int_03_omitgood.final.ll,407,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_03_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_int_03_omitgood.final.ll,385,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_03_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_int_03_omitgood.final.ll,407,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_44_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_class_44_omitgood.final.ll,370,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_44_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_class_44_omitgood.final.ll,455,42
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_44_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_class_44_omitgood.final.ll,370,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_44_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_class_44_omitgood.final.ll,455,42
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_44_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_class_44_omitgood.final.ll,370,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_44_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_class_44_omitgood.final.ll,455,42
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_44_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_class_44_omitgood.final.ll,370,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_44_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_class_44_omitgood.final.ll,455,42
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_54a_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_long_54a_omitgood.final.ll,382,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_54a_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_long_54a_omitgood.final.ll,382,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_54a_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_long_54a_omitgood.final.ll,382,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_54a_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_long_54a_omitgood.final.ll,382,37
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_int64_t_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_72b_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_int_72b_omitgood.final.ll,444,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_72b_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_int_72b_omitgood.final.ll,444,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_72b_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_int_72b_omitgood.final.ll,444,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_72b_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_int_72b_omitgood.final.ll,444,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_11_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_long_11_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_11_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_long_11_omitgood.final.ll,408,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_11_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_long_11_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_11_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_long_11_omitgood.final.ll,408,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_11_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_long_11_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_11_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_long_11_omitgood.final.ll,408,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_11_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_long_11_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_11_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_long_11_omitgood.final.ll,408,40
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_char_81_bad_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_char_81_bad_omitgood.final.ll,492,28
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_char_81_bad_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_char_81_bad_omitgood.final.ll,492,28
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_char_81_bad_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_char_81_bad_omitgood.final.ll,492,28
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_char_81_bad_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_char_81_bad_omitgood.final.ll,492,28
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_53d_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_long_53d_omitgood.final.ll,622,27
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_53d_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_long_53d_omitgood.final.ll,622,27
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_53d_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_long_53d_omitgood.final.ll,622,27
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_long_53d_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_long_53d_omitgood.final.ll,622,27
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_17_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_int_17_omitgood.final.ll,411,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_17_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_int_17_omitgood.final.ll,442,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_17_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_int_17_omitgood.final.ll,411,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_17_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_int_17_omitgood.final.ll,442,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_17_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_int_17_omitgood.final.ll,411,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_17_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_int_17_omitgood.final.ll,442,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_17_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_int_17_omitgood.final.ll,411,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_17_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_int_17_omitgood.final.ll,442,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_long_73b_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_long_73b_omitgood.final.ll,363,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_long_73b_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_long_73b_omitgood.final.ll,363,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_long_73b_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_long_73b_omitgood.final.ll,363,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_long_73b_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_long_73b_omitgood.final.ll,363,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_65b_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_class_65b_omitgood.final.ll,270,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_65b_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_class_65b_omitgood.final.ll,270,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_65b_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_class_65b_omitgood.final.ll,270,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_65b_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_class_65b_omitgood.final.ll,270,30
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_16_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_long_16_omitgood.final.ll,346,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_16_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_long_16_omitgood.final.ll,394,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_16_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_long_16_omitgood.final.ll,346,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_16_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_long_16_omitgood.final.ll,394,41
